TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,PPFD_OUT,PPFD_OUT_QC,SW_DIF,SW_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
200902,-0.395,1.0,163.029,51.17,0.997024,286.946,1.0,0.492,1.0,95.466,1.0,2.368,1.0,3.339,0.900298,0.664269395297,0.551339285714,19.2827455357,1.0,104.55296131,1.0,-9999,-9999,-9999,-9999,24.8071130952,1.0,7.78148809524,1.0,311.903392857,1.0,403.773,0.997024,0.002,-0.211,0.358,-9999,-9999,1.0,1.0,1.0,-9999,-9999,39.492,38.15,46.345,1.0,1.0,1.0,-1.63891,1.0,5.91299,0.995536,4.5225,0.357862,-0.0209482,0.994792,-0.0160221,0.657617,1.08233,0.93006,0.0209762,1.08378,1.16771,1.20751,0.93006,0.935268,0.936012,1.35022,1.31013,1.37293,1.47258,0.285564,0.153565,0.250742,0.26756,1.11542,0.78171,0.83646,0.91743,0.127583,0.0486325,0.0771854,0.0835989,1.37687,1.0
200903,3.144,1.0,259.178,83.297,1.0,292.053,1.0,1.351,1.0,95.599,1.0,2.255,1.0,3.198,1.0,0.7279695932,0.683467741935,39.2291465054,1.0,165.212748656,1.0,-9999,-9999,-9999,-9999,43.3533669355,1.0,7.14789650538,1.0,328.973098118,1.0,396.117,1.0,2.28,1.901,2.054,-9999,-9999,1.0,1.0,1.0,-9999,-9999,41.364,40.858,47.423,1.0,1.0,1.0,0.171626,1.0,16.3829,0.998656,21.7455,0.525014,13.1376,1.0,17.4379,0.802054,1.46198,0.995968,0.0181845,1.44926,1.45895,1.46437,0.997312,0.989919,0.993952,1.53882,1.50716,1.52889,1.53882,0.0595995,0.0467847,0.0595995,0.0730859,1.42797,1.39452,1.41418,1.4339,0.00855898,0.00567699,0.00730052,0.00888227,1.66271,1.0
200904,11.333,1.0,363.605,184.693,1.0,303.082,1.0,4.782,1.0,95.822,1.0,1.877,1.0,2.514,1.0,0.527335969406,0.830555555556,98.9829305556,1.0,359.5904375,1.0,-9999,-9999,-9999,-9999,61.2075208333,1.0,18.0923958333,1.0,370.699423611,1.0,397.85,1.0,8.147,7.498,7.065,-9999,-9999,1.0,1.0,1.0,-9999,-9999,38.214,36.476,46.117,1.0,1.0,1.0,4.4974,1.0,41.1313,1.0,38.3091,0.697517,60.3149,1.0,56.1764,0.859939,1.5464,0.967361,0.0461025,1.37015,1.43079,1.50789,0.994444,0.933333,0.966667,4.42157,4.12692,4.37941,4.52579,2.80831,2.73026,2.88984,3.02178,4.41011,4.0042,4.39009,4.49002,3.13036,2.69855,3.06695,3.11952,2.68484,1.0
200905,12.606,1.0,445.374,212.09,1.0,325.585,1.0,4.482,1.0,96.284,1.0,3.003,1.0,2.807,1.0,0.573128482593,0.835349462366,130.17141129,1.0,421.452936828,1.0,-9999,-9999,-9999,-9999,77.2031048387,1.0,29.6173723118,1.0,377.886767473,1.0,388.951,0.999328,10.654,10.112,9.84,-9999,-9999,1.0,1.0,1.0,-9999,-9999,39.922,36.938,46.121,1.0,1.0,1.0,3.38169,1.0,61.1667,0.999328,67.0092,0.790068,54.5852,0.999328,59.7991,0.773956,-3.97568,0.956989,0.0607237,-4.21403,-4.03545,-3.97505,0.915995,0.99328,0.990591,5.31009,4.94906,5.17024,5.3398,9.22157,9.1371,9.21289,9.3268,3.55088,3.21366,3.67232,4.78412,8.08337,7.76396,8.08337,8.66583,3.28939,1.0
200906,13.225,1.0,483.189,199.317,1.0,337.838,1.0,3.772,1.0,95.999,1.0,2.657,1.0,2.807,1.0,0.57309912521,0.824305555556,124.037854167,1.0,400.879194444,1.0,-9999,-9999,-9999,-9999,86.0673263889,1.0,31.8655833333,1.0,381.250930556,1.0,385.293,1.0,11.658,11.083,10.918,-9999,-9999,1.0,1.0,1.0,-9999,-9999,39.741,35.254,45.028,1.0,1.0,1.0,2.74524,1.0,62.5961,0.996528,75.5808,0.740101,38.0131,0.997917,45.8983,0.677521,-6.82554,0.951389,0.0778188,-6.92226,-6.81841,-6.73997,0.913194,0.977778,0.978472,4.5333,4.31788,4.41924,4.50887,11.0595,11.0824,11.1945,11.464,5.19212,4.88808,4.99453,5.3415,11.9098,11.6136,11.839,12.0535,3.57634,1.0
200907,16.836,1.0,465.376,208.85,1.0,351.611,1.0,5.557,1.0,95.918,1.0,4.781,1.0,2.769,1.0,0.541738291185,0.819220430108,131.921196237,1.0,427.305450269,1.0,-9999,-9999,-9999,-9999,82.6603696237,1.0,29.21125,1.0,399.327782258,1.0,385.298,1.0,14.814,14.189,13.99,-9999,-9999,1.0,1.0,1.0,-9999,-9999,38.476,33.994,44.35,1.0,1.0,1.0,3.01794,1.0,87.4891,0.995968,104.398,0.78605,20.513,0.999328,24.4776,0.57408,-7.96624,0.935484,0.0796934,-8.11525,-7.85481,-7.75149,0.877688,0.950269,0.954301,5.18209,4.9051,5.07655,5.18209,12.8525,12.6702,12.9776,13.2717,5.98963,5.99587,6.40986,6.65215,13.1544,13.1609,13.4024,13.5378,4.60701,1.0
200908,18.271,1.0,397.573,202.054,1.0,343.008,1.0,8.299,1.0,96.24,1.0,1.484,1.0,2.279,1.0,0.42369826492,0.816532258065,111.154784946,1.0,409.487224462,1.0,-9999,-9999,-9999,-9999,64.7984341398,1.0,28.4792540323,1.0,405.427358871,1.0,382.206,1.0,15.563,14.961,14.842,-9999,-9999,1.0,1.0,1.0,-9999,-9999,26.759,24.286,38.875,1.0,1.0,1.0,2.20306,1.0,79.3627,0.995968,88.2096,0.725865,18.9035,0.997312,21.0108,0.616874,-6.64743,0.795699,0.088192,-6.73743,-6.5126,-6.40132,0.690188,0.813844,0.825941,4.65807,4.11681,4.30484,4.69055,10.8795,10.5498,11.0197,11.2261,5.76561,5.29628,5.83952,6.58607,11.1529,10.9877,11.1957,11.6674,4.88992,1.0
200909,13.883,1.0,301.169,121.846,1.0,335.312,1.0,3.752,1.0,96.439,1.0,3.073,1.0,2.563,1.0,0.472994320335,0.847222222222,57.6962083333,1.0,242.440305556,1.0,-9999,-9999,-9999,-9999,46.0290555556,1.0,17.3440138889,1.0,382.117263889,1.0,385.316,1.0,12.995,12.515,12.828,-9999,-9999,1.0,1.0,1.0,-9999,-9999,24.65,24.536,38.819,1.0,1.0,1.0,-0.394951,1.0,41.3118,0.997917,49.5903,0.601025,7.17138,0.998611,8.60845,0.648499,-3.76017,0.971528,0.0593334,-3.75916,-3.69177,-3.61909,0.891667,0.982639,0.977083,3.32204,3.30796,3.34887,3.42097,6.9658,6.94783,7.06307,7.12389,3.70131,3.41658,3.57511,3.93984,7.10979,6.95734,7.0813,7.36222,3.97212,1.0
200910,6.623,1.0,199.151,59.904,1.0,318.23,1.0,1.025,1.0,96.018,1.0,1.761,1.0,2.97,0.99664,0.592731064176,0.793010752688,22.9914247312,1.0,117.668461022,1.0,-9999,-9999,-9999,-9999,33.1595967742,1.0,8.64184139785,1.0,346.500866935,1.0,395.894,1.0,7.917,7.658,8.497,-9999,-9999,1.0,1.0,1.0,-9999,-9999,34.685,33.271,43.651,1.0,1.0,1.0,-4.22186,1.0,10.261,0.999328,7.14586,0.417225,-8.09353,0.999328,-5.63641,0.622593,-0.187733,0.997984,0.0366224,-0.17469,-0.131419,-0.111705,0.967742,0.997984,0.997984,2.22329,2.2094,2.23581,2.26469,2.38616,2.3494,2.3764,2.44014,2.45139,1.80402,2.23952,2.34926,2.50844,2.36404,2.41198,2.4739,2.67669,1.0
200911,6.679,1.0,118.864,30.247,1.0,312.121,1.0,1.617,1.0,95.196,1.0,3.137,1.0,3.706,1.0,0.805894603875,0.665972222222,-6.41943055556,1.0,59.6226527778,1.0,-9999,-9999,-9999,-9999,19.2380416667,1.0,3.086875,1.0,345.700784722,1.0,399.716,1.0,6.728,6.408,6.908,-9999,-9999,1.0,1.0,1.0,-9999,-9999,38.987,36.959,46.034,1.0,1.0,1.0,-2.21142,1.0,-0.997062,1.0,-0.191864,0.522538,-20.8708,1.0,-4.01615,0.659334,2.4207,0.999306,0.0263671,2.39157,2.41947,2.44277,0.999306,0.979861,0.992361,2.49095,2.45365,2.48631,2.51442,0.0648712,0.0524474,0.0665133,0.0721919,2.39892,2.31057,2.3475,2.39251,0.10169,0.0739409,0.0823699,0.0933223,2.38044,1.0
200912,-0.991,0.896505,82.9286,17.196,0.897849,295.053,0.896505,0.457,0.896505,95.075,0.886425,3.448,0.790323,2.895,0.877688,-9999,-9999,-2.43201388889,0.870967741935,39.213433642,0.870967741935,-9999,-9999,-9999,-9999,10.3272393033,0.762768817204,3.97722993827,0.870967741935,309.784930556,0.870967741935,399.314,0.93414,2.854,2.643,3.605,-9999,-9999,0.896505,0.896505,0.896505,-9999,-9999,41.266,38.41,46.861,0.896505,0.896505,0.896505,-5.62341,0.896505,-0.1795,0.920699,0.0149017,0.215159,-16.0792,0.931452,1.33485,0.523534,1.56914,0.872984,0.021543,1.48605,1.54394,1.59056,0.889785,0.874328,0.862903,1.39186,1.37437,1.39914,1.487,-0.0620383,-0.149188,-0.109526,-0.0615349,1.55735,1.29844,1.46257,1.56513,0.121289,0.0920738,0.11625,0.124306,1.74934,1.0
201001,-5.583,0.892473,99.4475,16.801,0.887769,287.11,0.892473,0.194,0.892473,95.638,0.884409,1.872,0.860215,2.587,0.15121,-9999,-9999,7.66793209877,0.870967741935,30.9423524306,0.774193548387,-9999,-9999,-9999,-9999,10.9794052834,0.845430107527,6.18528549383,0.870967741935,289.955709877,0.870967741935,412.035,0.280242,0.902,0.755,1.454,-9999,-9999,0.892473,0.892473,0.892473,-9999,-9999,41.315,38.024,46.763,0.892473,0.892473,0.892473,-4.02338,0.892473,2.36876,0.016129,-0.196649,0.327171,-8.98851,0.280242,0.746204,0.786262,1.24677,0.250672,0.036634,1.26285,1.3001,1.35322,0.250672,0.260753,0.264785,1.35322,1.3512,1.35819,1.37624,0.0570613,0.0274505,0.0399941,0.0824813,1.62804,1.61799,1.6196,1.62804,0.18053,0.176994,0.178678,0.180636,1.65592,1.0
201002,-1.923,1.0,163.029,39.795,0.99256,286.234,1.0,0.691,1.0,94.745,1.0,1.171,1.0,2.49,0.903274,-9999,-9999,13.013139881,1.0,77.2341592262,1.0,-9999,-9999,-9999,-9999,23.2688020833,1.0,8.7695610119,1.0,305.164627976,1.0,409.243,0.99628,0.717,0.489,1.037,-9999,-9999,1.0,1.0,1.0,-9999,-9999,42.664,39.52,47.163,1.0,1.0,1.0,-2.8219,1.0,5.63418,0.0,4.30926,-9999,-11.6022,0.988095,-8.87383,0.705697,1.10322,0.741815,0.0240393,1.08786,1.10322,1.11402,0.743304,0.741815,0.741815,0.991205,0.992309,1.00819,1.04628,-0.113163,-0.111963,-0.0939488,-0.0312972,1.43772,1.28126,1.40727,1.43772,0.0808717,0.0797932,0.0829937,0.0912248,1.63973,1.0
201003,2.772,0.508737,259.178,111.633,0.510753,281.941,0.509409,1.894,0.508737,95.923,0.501344,1.519,1.0,3.242,0.500672,-9999,-9999,46.2859140625,0.500672043011,-9999,-9999,-9999,-9999,-9999,-9999,47.4494959677,1.0,15.7405765625,0.500672043011,306.601466667,0.500672043011,399.467,0.508737,2.451,2.0,2.111,-9999,-9999,1.0,1.0,1.0,-9999,-9999,44.052,41.165,47.876,1.0,1.0,1.0,1.161,1.0,0.0591143,0.0,0.0667612,-9999,33.5587,0.508065,37.8998,0.761943,1.16508,0.507392,0.0209078,1.13299,1.16008,1.16689,0.508737,0.508065,0.507392,1.28174,1.25103,1.269,1.28042,0.106537,0.096962,0.110147,0.117532,1.28527,1.21643,1.27845,1.369,0.169663,0.128415,0.169721,0.219798,1.81473,1.0
201004,8.286,0.488889,363.605,195.122,0.490278,287.436,0.488889,4.953,0.488889,96.214,0.482639,0.67,1.0,2.832,0.28125,0.55505699315,0.715972222222,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,59.8352222222,1.0,-9999,-9999,-9999,-9999,397.262,0.978472,6.513,5.864,5.782,-9999,-9999,1.0,1.0,1.0,-9999,-9999,41.918,37.185,46.872,1.0,1.0,1.0,2.76194,1.0,-0.106129,0.0,-0.11866,-9999,66.324,0.973611,74.1554,1.03239,1.15674,0.682639,0.040785,1.11378,1.12448,1.13815,0.756944,0.703472,0.727778,2.28712,2.11323,2.21265,2.24731,1.09074,1.0101,1.08335,1.11852,2.46587,2.09775,2.48962,2.8957,1.57718,1.35145,1.61227,1.74059,2.22698,1.0
201005,9.021,1.0,445.374,151.307,1.0,327.633,1.0,2.763,1.0,95.704,1.0,4.323,1.0,2.944,1.0,0.563216666758,0.808467741935,100.762694892,1.0,305.995188172,1.0,-9999,-9999,-9999,-9999,73.7639583333,1.0,18.7572849462,1.0,359.409952957,1.0,389.488,0.997312,8.909,8.213,8.213,-9999,-9999,1.0,1.0,1.0,-9999,-9999,43.038,38.86,47.027,0.999328,0.999328,0.999328,1.94872,0.989247,-0.0594965,0.0,-0.064144,-9999,45.8506,0.993952,49.4321,0.746425,-0.45008,0.969758,0.0483651,-0.54102,-0.458801,-0.44374,0.984543,0.96371,0.96707,4.3782,4.0385,4.25861,4.40757,4.6398,4.551,4.69181,4.87718,3.69127,3.47958,3.59976,3.78205,4.60398,4.45488,4.53497,4.62627,2.52152,1.0
201006,15.82,1.0,483.189,263.493,1.0,330.039,1.0,7.512,1.0,95.99,1.0,0.683,1.0,3.313,1.0,0.48276571533,0.830555555556,153.667013889,1.0,532.881472222,1.0,-9999,-9999,-9999,-9999,80.9815486111,1.0,44.7525,1.0,395.40475,1.0,383.971,1.0,12.97,12.193,11.949,-9999,-9999,1.0,1.0,1.0,-9999,-9999,35.69,32.876,44.592,1.0,1.0,1.0,4.29337,1.0,-0.106129,0.0,-0.123683,-9999,59.046,1.0,68.8128,0.727955,-6.436,0.916667,0.0732249,-6.62422,-6.52348,-6.42587,0.946528,0.615278,0.895833,4.81412,4.80569,4.95786,5.23844,11.4902,11.436,11.497,11.6761,5.71971,6.03334,6.5103,6.9493,11.6838,11.9514,12.2,12.5686,3.1169,1.0
201007,19.817,0.991263,465.376,241.467,0.991935,354.983,0.991263,10.527,0.991263,96.151,0.984543,1.464,0.987231,3.44,0.985215,0.436568210046,0.838709677419,140.540632754,0.985215053763,501.82407775,0.985215053763,-9999,-9999,-9999,-9999,74.6841854375,0.987231182796,40.2822895988,0.985215053763,417.612095223,0.985215053763,387.156,1.0,16.367,15.696,15.406,-9999,-9999,0.991263,0.991263,0.991263,-9999,-9999,22.44,22.231,37.919,0.991263,0.991263,0.991263,3.80329,0.991263,-0.173141,0.0,-0.202701,-9999,41.0763,1.0,48.0892,0.689889,-7.07298,0.81586,0.132927,-7.13557,-7.04087,-6.98862,0.831317,0.869624,0.951613,4.63899,4.14085,4.5549,4.80038,11.4874,11.1743,11.6039,11.9346,5.19661,4.89656,5.43137,6.58904,11.088,11.0529,11.3881,12.0936,3.71762,1.0
201008,15.478,1.0,397.573,150.95,1.0,352.121,1.0,4.443,1.0,95.808,1.0,5.515,0.84207,4.213,1.0,0.541979424295,0.801075268817,87.3964314516,1.0,311.88375,1.0,-9999,-9999,-9999,-9999,63.2187658937,0.842069892473,24.0393884409,1.0,391.635302419,1.0,385.865,0.999328,14.329,13.936,14.071,-9999,-9999,1.0,1.0,1.0,-9999,-9999,25.968,28.068,39.753,1.0,1.0,1.0,0.579126,1.0,-0.0857492,0.0,-0.100188,-9999,10.6607,0.997984,12.4557,0.564253,-5.11621,0.935484,0.0665329,-5.11621,-4.96026,-4.82371,0.935484,0.682796,0.958333,3.0113,3.268,3.41045,3.50829,8.44394,8.2365,8.30958,8.45369,2.83869,2.82879,3.08938,3.17991,8.08371,7.92825,8.0287,8.11835,3.33977,1.0
201009,11.259,1.0,301.169,119.242,1.0,326.584,1.0,2.822,1.0,95.961,1.0,2.443,1.0,4.113,1.0,0.521896953715,0.802083333333,57.5864097222,1.0,239.376791667,1.0,-9999,-9999,-9999,-9999,50.7604166667,1.0,19.3916597222,1.0,368.848222222,1.0,389.246,1.0,11.015,10.852,11.295,-9999,-9999,1.0,1.0,1.0,-9999,-9999,32.609,31.035,41.688,1.0,1.0,1.0,-1.63607,1.0,-0.106129,0.0,-0.122678,-9999,3.38332,0.998611,3.91089,0.542776,-3.82235,0.95625,0.0584995,-3.85298,-3.82442,-3.78202,0.955556,0.952778,0.986806,2.99759,2.95248,2.97207,2.99252,6.83082,6.75643,6.79842,6.82831,2.9834,2.3724,2.57251,2.9834,6.79573,6.48535,6.57931,6.8078,2.81011,1.0
201010,7.057,1.0,199.151,87.381,1.0,297.572,1.0,1.906,1.0,95.847,1.0,1.206,1.0,4.097,1.0,-9999,-9999,23.2254502688,1.0,170.134186828,1.0,-9999,-9999,-9999,-9999,-9999,-9999,14.0485080645,1.0,347.679522849,1.0,401.455,0.909274,7.468,7.45,8.086,-9999,-9999,1.0,1.0,1.0,-9999,-9999,35.684,33.868,44.776,1.0,1.0,1.0,-3.24796,1.0,-0.0594965,0.0,-0.0414339,-9999,4.85818,0.90457,3.38328,0.646002,-0.0115142,0.856855,0.0385922,-0.0558594,-0.00562419,0.0146687,0.835349,0.864247,0.856183,2.59352,2.57077,2.62471,2.73846,2.70509,2.61254,2.64883,2.71078,2.82151,2.24212,2.38821,2.75897,2.60959,2.24496,2.31025,2.59756,2.34724,1.0
201011,3.279,1.0,118.864,21.531,1.0,313.634,1.0,0.84,1.0,94.922,1.0,3.477,1.0,4.391,1.0,0.684119400509,0.524305555556,3.36172916667,1.0,45.0350277778,1.0,-9999,-9999,-9999,-9999,-9999,-9999,2.43705555556,1.0,329.366125,1.0,410.113,0.989583,5.612,5.61,6.256,-9999,-9999,1.0,1.0,1.0,-9999,-9999,40.255,37.74,46.438,1.0,1.0,1.0,-3.76498,1.0,-0.106129,0.0,-0.00580585,-9999,-9.00167,0.989583,-0.492443,0.720662,2.07008,0.944444,0.0261587,2.06339,2.07973,2.09102,0.952778,0.921528,0.957639,2.23302,2.22936,2.24864,2.28967,0.150464,0.152071,0.184441,0.20574,1.90661,1.95451,2.01946,2.06958,0.126879,0.120023,0.129755,0.137109,2.13024,1.0
201012,-5.42,1.0,82.9286,17.359,0.991263,276.055,1.0,0.253,1.0,95.322,1.0,2.465,1.0,4.687,1.0,-9999,-9999,2.53303763441,1.0,34.6718212366,1.0,-9999,-9999,-9999,-9999,-9999,-9999,4.62268817204,1.0,288.198783602,1.0,403.351,0.851478,1.308,1.468,2.091,-9999,-9999,1.0,1.0,1.0,-9999,-9999,41.836,38.724,46.877,1.0,1.0,1.0,-4.55428,1.0,-0.173141,0.0,-0.00947179,-9999,-4.82302,0.844758,-0.263847,0.637361,1.04929,0.732527,0.0203974,1.01959,1.04395,1.06694,0.716398,0.738575,0.750672,0.826383,0.714367,0.775301,0.804037,-0.261318,-0.308796,-0.274534,-0.258895,0.334269,0.378937,0.571597,0.585872,0.0,0.0,0.0,0.00782353,1.69126,1.0
201101,-0.047,1.0,99.4475,23.549,0.988575,293.263,1.0,0.432,1.0,96.006,1.0,1.619,1.0,4.457,1.0,-9999,-9999,1.26126344086,1.0,48.0348319892,1.0,-9999,-9999,-9999,-9999,17.6856854839,1.0,5.23753360215,1.0,312.463918011,1.0,405.606,0.935484,1.006,1.04,1.522,1.707,2.428,1.0,1.0,1.0,1.0,1.0,44.536,43.718,47.994,1.0,1.0,1.0,-2.93807,1.0,-0.0857492,0.0,-0.0913361,-9999,-11.1308,0.928763,-11.856,0.591275,1.49804,0.890457,0.0214394,1.49186,1.5282,1.53914,0.883065,0.912634,0.903226,1.45751,1.37271,1.38326,1.42376,-0.160827,-0.161728,-0.111523,-0.0584413,1.05864,1.03717,1.05459,1.25237,0.0162202,0.0116211,0.0206309,0.053746,1.31847,1.0
201102,-0.619,1.0,163.029,55.811,0.995536,275.997,1.0,1.311,1.0,95.994,1.0,0.618,1.0,4.905,1.0,0.65606433997,0.569196428571,15.0418005952,1.0,108.720037202,1.0,-9999,-9999,-9999,-9999,28.8938244048,1.0,7.15654761905,1.0,310.79984375,1.0,406.16,1.0,0.62,0.549,1.066,1.184,1.854,1.0,1.0,1.0,1.0,1.0,38.986,38.649,47.006,1.0,1.0,1.0,-2.59198,1.0,-0.0545002,0.0,-0.106853,-9999,14.182,0.997768,27.8051,0.742176,1.23896,0.963542,0.0254639,1.20942,1.2291,1.26289,0.968006,0.982143,0.959821,1.08322,1.03544,1.04792,1.06349,-0.175397,-0.234279,-0.18671,-0.162066,1.43086,1.31369,1.35106,1.42934,0.212017,0.0845225,0.215782,0.290192,1.27338,1.0
201103,4.864,1.0,259.178,131.893,1.0,270.087,1.0,3.399,1.0,96.435,1.0,0.442,1.0,3.887,1.0,0.586561083368,0.730510752688,52.1103293011,1.0,245.675685484,1.0,-9999,-9999,-9999,-9999,39.8107258065,1.0,13.2684408602,1.0,336.600759409,1.0,397.829,1.0,2.157,1.828,1.995,1.636,1.967,1.0,1.0,1.0,1.0,1.0,37.275,37.181,46.848,1.0,1.0,1.0,1.43214,1.0,-0.173141,0.0,-0.321265,-9999,37.4296,1.0,69.4511,0.782169,1.72812,0.964382,0.025719,1.70291,1.74077,1.75042,0.859543,0.979167,0.968414,1.68745,1.67955,1.71432,1.72094,-0.0334243,-0.0547038,-0.0339638,-0.0157408,1.67889,1.51708,1.57624,1.60991,0.0322835,0.0469847,0.0708643,0.124219,1.49723,1.0
201104,11.419,1.0,363.605,203.152,1.0,300.001,1.0,6.328,1.0,96.191,0.999306,0.757,1.0,4.036,0.999306,0.621662214106,0.803472222222,110.525400561,0.999305555556,387.141089391,0.999305555556,-9999,-9999,-9999,-9999,63.0502777778,1.0,21.6460274823,0.999305555556,370.6486349,0.999305555556,391.291,1.0,8.347,7.735,7.528,6.341,5.777,1.0,1.0,1.0,1.0,1.0,35.067,35.505,46.388,1.0,1.0,1.0,3.84754,1.0,-0.106129,0.0,-0.193567,-9999,66.7369,0.999306,121.721,0.900592,1.36104,0.982639,0.0426859,1.3049,1.35256,1.40006,0.982639,0.9875,0.978472,3.73197,3.67631,3.73197,3.88132,2.39174,2.33403,2.42864,2.47502,3.72335,3.78762,3.84489,3.92452,2.44917,2.45027,2.49316,2.52227,2.65152,1.0
201105,13.498,1.0,445.374,247.784,1.0,307.704,1.0,8.046,1.0,96.212,0.999328,0.826,1.0,3.817,0.999328,0.526499155399,0.845430107527,134.839652825,0.999327956989,478.445174731,0.999327956989,-9999,-9999,-9999,-9999,72.318797043,1.0,38.3416573725,0.999327956989,381.940047329,0.999327956989,383.652,1.0,10.398,9.841,9.74,8.619,8.086,1.0,1.0,1.0,1.0,1.0,27.235,28.135,43.79,1.0,1.0,1.0,3.10064,1.0,-0.0857492,0.0,-0.161372,-9999,60.8188,0.997984,114.455,0.81309,-4.13329,0.956317,0.072237,-4.14582,-4.12143,-4.10371,0.84543,0.959005,0.955645,4.54211,4.34241,4.50433,4.69709,8.57031,8.45768,8.62308,8.8237,4.15236,4.12993,4.18727,4.24551,8.28774,8.20223,8.27766,8.33435,3.24256,1.0
201106,15.461,1.0,483.189,235.566,1.0,339.493,1.0,6.346,1.0,96.011,1.0,2.553,1.0,4.219,1.0,0.60339200744,0.684027777778,145.069791667,1.0,472.425201389,1.0,-9999,-9999,-9999,-9999,83.8461666667,1.0,37.9892847222,1.0,392.813069444,1.0,382.89,0.979861,13.208,12.67,12.521,11.286,10.555,1.0,1.0,1.0,1.0,1.0,23.225,24.542,39.958,1.0,1.0,1.0,3.09957,1.0,-0.106129,0.0,-0.224828,-9999,47.3326,0.978472,100.272,0.763767,-7.02545,0.851389,0.0730003,-7.02732,-7.01579,-6.99745,0.878472,0.857639,0.824306,4.29126,4.10931,4.18032,4.42103,11.2051,11.1427,11.2186,11.4535,3.58023,3.18879,3.33535,3.49385,10.4249,10.1278,10.2709,10.3794,4.19119,1.0
201107,14.829,1.0,465.376,184.052,1.0,347.05,1.0,5.627,1.0,95.65,1.0,2.342,1.0,4.037,1.0,0.58849667222,0.806451612903,114.838326613,1.0,374.105739247,1.0,-9999,-9999,-9999,-9999,81.5048454301,1.0,27.8158870968,1.0,388.643837366,1.0,375.677,1.0,13.357,12.967,13.028,12.154,11.738,1.0,1.0,1.0,1.0,1.0,26.813,27.5,39.483,1.0,1.0,1.0,1.48728,1.0,-0.0594965,0.0,-0.0696542,-9999,26.0865,1.0,30.5402,0.724505,-6.15305,0.958333,0.0651642,-6.17445,-6.15505,-6.14105,0.96371,0.956989,0.955645,3.73597,3.76379,3.83394,3.91353,10.0067,9.89996,9.99897,10.0965,3.43439,3.31107,3.59011,3.90433,9.84265,9.85431,9.98226,10.034,4.2487,1.0
201108,16.93,0.34207,397.573,177.452,0.344086,349.448,0.34207,6.003,0.34207,95.88,0.336694,1.868,1.0,2.732,0.336694,0.53538462366,0.815188172043,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,79.6619086022,1.0,-9999,-9999,-9999,-9999,377.542,0.993952,13.485,13.114,13.299,12.675,12.507,0.34207,0.34207,0.34207,0.34207,0.34207,21.297,20.536,33.88,0.34207,0.34207,0.34207,0.98368,0.34207,-0.173141,0.0,-0.202294,-9999,24.9001,0.991263,29.0928,0.688743,-4.79142,0.616263,0.0645589,-4.87296,-4.76338,-4.74555,0.592742,0.653898,0.635753,3.89984,3.81821,4.006,4.10438,8.91617,8.65012,8.77377,8.87018,5.37222,4.78563,5.37222,5.64698,9.50954,9.40261,9.50954,9.66599,4.29951,1.0
