TIMESTAMP,TA_F,TA_F_QC,SW_IN_POT,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,RECO_NT_VUT_REF,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,GPP_NT_VUT_REF,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,RECO_DT_VUT_REF,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,GPP_DT_VUT_REF,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,RECO_SR,RECO_SR_N
201111,11.722,1.0,170.678,44.777,1.0,346.363,0.879167,0.682,1.0,98.752,0.713194,13.001,1.0,2.144,0.925694,0.302535756193,0.690277777778,14.3162653029,0.6625,87.5329626111,1.0,62.5146230159,0.7,5.08998482743,0.664583333333,373.402705628,0.664583333333,400.787,1.0,12.749,0.879861,-2.9601,0.879167,7.0441,0.997222,7.64976,0.244599,-9.82402,0.998611,-10.6687,0.478421,1.46573,0.84375,0.0389309,1.4191,1.43368,1.47129,0.863194,0.854167,0.8625,3.13485,2.84148,3.05186,3.07257,1.67977,1.38749,1.63166,1.63814,2.92601,2.90092,3.00298,3.43277,2.12032,1.76145,1.92115,2.08496,-9999,-9999
201112,8.918,1.0,134.341,63.789,1.0,278.969,0.995968,3.071,1.0,98.816,0.792339,0.258,1.0,3.035,0.81922,0.512588096013,0.618279569892,-17.9267443496,0.790322580645,120.328315907,1.0,62.9057987037,0.792338709677,12.4338788808,0.790994623656,349.045821039,0.790994623656,394.764,1.0,8.703,0.995968,-4.47325,0.99328,8.48887,1.0,8.01262,0.266018,-27.7093,0.999328,-26.1547,0.74463,-0.469844,0.96371,0.0263715,-0.485873,-0.472153,-0.467503,0.972446,0.969086,0.969758,1.71121,1.65088,1.69694,1.704,2.17739,2.122,2.16515,2.17739,1.21721,1.15623,1.18185,1.22467,2.09644,2.02376,2.07924,2.08784,-9999,-9999
201201,7.273,1.0,151.521,70.061,1.0,278.578,0.272177,3.2,1.0,98.948,0.0793011,0.234,1.0,3.07,0.0,-9999,-9999,-9999,-9999,140.787506306,0.999327956989,-9999,-9999,-9999,-9999,-9999,-9999,398.926,0.316532,7.722,0.316532,-4.25264,0.272177,9.61689,0.271505,9.07735,0.343824,-32.243,0.271505,-30.434,1.12315,-0.390815,0.27621,0.0358355,-0.397187,-0.381621,-0.345719,0.27621,0.27621,0.27621,1.50972,1.45129,1.49858,1.52659,1.88574,1.83727,1.86098,1.88198,1.62,1.48843,1.62,1.64084,1.99003,2.11458,2.12936,2.16945,-9999,-9999
201202,3.774,1.0,215.645,129.632,1.0,234.593,0.0,4.377,1.0,98.772,0.0,0.0,1.0,3.779,0.0,-9999,-9999,-9999,-9999,243.692711566,1.0,-9999,-9999,-9999,-9999,-9999,-9999,401.597,0.0,5.779,0.66092,-5.04852,0.0,16.3312,0.0,25.4695,1.20598,22.62,0.0,35.2772,6.27212,-1.38423,0.0,-9999,-1.41888,-1.39655,-1.38423,0.0,0.0,0.0,1.33204,1.32113,1.33988,1.37329,2.73535,2.71241,2.74569,2.76443,0.986393,1.0013,1.04993,1.24704,2.48278,2.69724,2.7042,3.21021,-9999,-9999
201203,11.356,1.0,305.701,178.053,1.0,289.278,0.749328,6.221,1.0,99.011,0.372312,0.221,1.0,2.414,0.150538,-9999,-9999,-9999,-9999,330.315155072,0.998655913978,-9999,-9999,-9999,-9999,-9999,-9999,383.155,0.747312,9.466,1.0,-2.20488,0.0,25.2935,0.74664,39.3325,0.377077,40.351,0.74328,62.7475,0.758675,-1.9185,0.627016,0.0271045,-1.98951,-1.96299,-1.90725,0.637769,0.635081,0.625672,1.80725,1.8063,1.82768,1.85329,3.77708,3.77294,3.79227,3.81524,1.14524,1.14214,1.23162,1.61373,3.23593,3.30185,3.3598,3.695,-9999,-9999
201204,11.224,1.0,394.738,173.015,1.0,312.646,1.0,3.984,1.0,97.44,1.0,3.533,1.0,3.506,1.0,0.479413422272,0.613888888889,96.1743122193,0.999305555556,322.618447917,1.0,187.500739583,1.0,20.34808197,0.996527777778,368.535683392,0.999305555556,379.889,0.982639,10.774,1.0,-3.92127,0.95,21.2639,0.981944,31.5711,0.384319,36.4005,0.979861,54.0447,0.923614,-1.57144,0.972222,0.0338659,-1.57001,-1.54928,-1.53274,0.976389,0.969444,0.976389,2.79443,2.82943,2.84766,3.23869,4.38978,4.38105,4.4026,4.75613,2.18384,1.97498,2.1205,2.18218,4.11067,4.05686,4.08098,4.10419,-9999,-9999
201205,16.361,1.0,459.152,249.09,1.0,329.073,1.0,6.873,1.0,98.245,1.0,2.955,1.0,2.83,1.0,0.442222600429,0.841397849462,150.617247326,0.997311827957,510.765098543,0.934811827957,190.834178529,0.999327956989,29.5993528369,0.999327956989,396.210671857,0.999327956989,384.798,1.0,13.899,1.0,-9999,1.0,43.778,0.999328,64.3988,0.589648,53.3628,0.998656,78.4985,0.936324,-0.186571,0.964382,0.038991,-0.236998,-0.210316,-0.183926,0.97379,0.965726,0.964382,4.66664,4.51337,4.57641,4.61969,4.87152,4.72688,4.75282,4.80857,5.59729,4.59398,5.27947,5.76787,4.66295,4.61761,4.80009,5.08624,-9999,-9999
201206,20.614,1.0,486.394,281.195,0.997917,348.103,1.0,10.118,1.0,98.088,1.0,1.28,1.0,2.712,0.999306,0.415791830231,0.840277777778,172.935964938,0.998611111111,616.5925591,0.8875,194.760597001,1.0,36.1818243056,0.999305555556,419.324020966,0.999305555556,392.806,1.0,17.471,1.0,-9999,1.0,73.7948,1.0,105.41,0.798792,45.2663,1.0,64.6592,0.828216,-1.66985,0.965278,0.0432711,-1.78713,-1.70862,-1.64075,0.976389,0.96875,0.959028,5.38709,5.21023,5.38709,5.42698,7.10296,6.97262,7.04145,7.10311,3.56899,3.60741,3.67541,3.88887,5.948,5.9197,5.95765,6.05138,-9999,-9999
201207,22.208,1.0,471.078,312.306,1.0,343.829,1.0,14.055,1.0,98.066,0.999328,2.561,1.0,2.866,0.995968,0.465605292397,0.831989247312,184.789258751,0.993951612903,651.202133789,0.906586021505,160.397661791,1.0,40.0786598851,0.997311827957,428.994618218,0.997311827957,391.916,0.998656,19.109,1.0,-9999,1.0,82.817,0.998656,118.878,0.869132,60.1144,0.997984,86.2897,0.783031,-2.04406,0.964382,0.044579,-1.99433,-1.98129,-1.96361,0.969086,0.983871,0.980511,4.18027,4.14857,4.18027,4.20378,6.17323,6.12375,6.1571,6.21583,2.23328,2.22537,2.34515,2.43414,4.99808,5.00702,5.04174,5.06001,-9999,-9999
201208,24.034,1.0,416.415,261.452,1.0,358.715,1.0,15.289,1.0,98.331,1.0,1.748,1.0,2.673,0.997312,0.38924179042,0.881720430108,143.942103995,0.998655913978,576.830292229,0.854838709677,160.679566303,0.998655913978,35.2049821122,0.998655913978,440.44569505,0.998655913978,386.782,1.0,20.921,1.0,-9999,1.0,31.6361,0.999328,42.0431,0.498534,82.1187,0.997984,109.133,0.843194,0.196159,0.922043,0.030929,0.143019,0.154267,0.225243,0.93414,0.932796,0.873656,2.36399,2.27433,2.37714,2.49058,2.2229,2.12702,2.19179,2.23967,1.49805,1.45749,1.61186,1.83718,1.91609,1.8055,1.90114,1.99937,-9999,-9999
201209,18.533,1.0,335.334,172.888,1.0,344.622,1.0,7.142,1.0,98.521,1.0,2.653,1.0,2.543,0.997222,0.391742352954,0.872916666667,82.5234085481,0.994444444444,390.550312166,0.859027777778,147.593410738,1.0,24.2676444444,1.0,406.919696528,1.0,398.264,1.0,17.92,1.0,-9999,1.0,30.0818,1.0,36.9823,0.513079,32.2119,0.995139,39.6011,0.761422,-0.749733,0.94375,0.0387262,-0.89906,-0.831395,-0.675359,0.965278,0.960417,0.922917,3.40444,3.3106,3.39715,3.44944,4.2422,4.11313,4.19283,4.22559,2.46791,2.45735,2.56111,2.96881,3.95781,3.99747,4.03687,4.19268,-9999,-9999
201210,15.031,1.0,244.426,110.739,0.993952,333.399,1.0,4.134,1.0,98.091,1.0,4.355,1.0,2.78,0.999328,0.444867557921,0.784946236559,38.2373035645,0.994623655914,235.223642785,0.911290322581,102.756333879,1.0,16.2880215054,1.0,386.521315188,1.0,406.088,1.0,15.317,1.0,-9999,1.0,26.4964,0.998656,32.5745,0.488937,-4.36042,0.995296,-5.36068,0.689581,0.207454,0.965054,0.0400848,0.020784,0.0873436,0.260416,0.975806,0.971102,0.928763,3.66059,3.63717,3.67871,3.7341,3.57065,3.42744,3.58464,3.61297,2.78246,2.50201,2.74633,2.94205,3.04514,3.0274,3.16505,3.23381,-9999,-9999
201211,10.361,1.0,168.729,67.395,0.998611,319.64,0.984722,2.001,1.0,98.242,0.694444,4.239,1.0,2.605,0.755556,0.382952778242,0.585416666667,9.91926066046,0.665972222222,127.465631907,0.957638888889,60.862810501,0.666666666667,10.0676125,0.666666666667,359.883345833,0.666666666667,405.956,0.984028,11.22,0.984722,-9999,1.0,6.50319,0.984028,7.06235,0.186116,-10.0752,0.967361,-10.9415,0.558689,0.371571,0.886806,0.0286636,0.34595,0.360338,0.386703,0.911111,0.734028,0.763889,2.7478,2.64023,2.72868,2.76655,2.40185,2.2586,2.36144,2.40936,2.80808,2.38906,2.72176,2.93342,2.71102,2.4986,2.56151,2.71238,-9999,-9999
201212,7.137,1.0,134.019,57.247,1.0,283.751,1.0,2.422,1.0,98.748,1.0,1.684,1.0,2.994,0.999328,0.478869962637,0.932123655914,-15.2514919355,1.0,129.562903997,0.848790322581,52.3496987713,0.945564516129,10.8287358871,1.0,344.356094086,1.0,390.103,1.0,7.93,1.0,-9999,1.0,4.0806,0.99664,3.85167,0.196677,-31.006,0.995296,-29.2665,0.826131,0.0309037,0.987903,0.0238724,0.0212896,0.0262543,0.0313891,0.989919,0.988575,0.986559,1.62623,1.60268,1.63083,1.65108,1.60561,1.56886,1.60561,1.62644,1.64982,1.65033,1.71185,1.76661,1.67251,1.656,1.70467,1.79501,-9999,-9999
201301,5.904,1.0,151.521,81.446,1.0,266.88,1.0,2.963,1.0,98.388,1.0,1.987,1.0,2.861,0.987903,0.411971504914,0.76747311828,-5.53525458991,0.999327956989,191.2755939,0.826612903226,62.3349131908,1.0,14.7713373656,1.0,337.735435484,1.0,395.804,1.0,6.442,1.0,-9999,1.0,9.33768,0.995296,8.8138,0.192071,-18.3247,0.99328,-17.2966,0.786543,-0.842216,0.97043,0.0240592,-0.829899,-0.8181,-0.808863,0.981855,0.950941,0.948925,1.31687,1.28135,1.30764,1.32082,2.13999,2.06395,2.10923,2.13346,1.04831,0.966251,0.989638,1.13838,1.87638,1.83265,1.8644,1.90294,-9999,-9999
201302,4.569,1.0,214.212,121.99,1.0,258.967,1.0,3.105,1.0,98.338,1.0,1.064,1.0,3.635,0.991071,0.583691571553,0.94494047619,27.1136578372,0.997023809524,264.226107781,0.888392857143,99.5982676813,0.982886904762,18.6335401786,1.0,332.963751488,1.0,383.14,1.0,5.642,1.0,-9999,1.0,13.9894,0.997024,13.2046,0.256969,11.7041,0.994792,11.0475,0.897451,-0.985368,0.989583,0.0252965,-0.984824,-0.97821,-0.968198,0.976935,0.988839,0.998512,1.12432,1.12332,1.12987,1.15898,2.11381,2.08613,2.11577,2.14009,0.682359,0.541681,0.636437,0.690206,2.18453,1.91292,2.11975,2.18531,-9999,-9999
201303,7.981,1.0,302.595,134.341,1.0,299.247,1.0,2.353,1.0,97.865,1.0,10.581,1.0,3.009,0.999328,0.474663274562,0.699596774194,61.0738947768,0.99126344086,279.53792182,0.898521505376,113.722657953,1.0,17.2860450269,1.0,350.324442876,1.0,400.028,0.977823,6.808,0.965054,-9999,1.0,14.2707,0.997984,22.1916,0.36519,16.542,0.998656,25.7235,0.89312,-0.50819,0.961022,0.0311979,-0.50819,-0.500484,-0.492311,0.961022,0.969086,0.94422,1.6211,1.6199,1.63378,1.65019,2.1275,2.12211,2.13743,2.15656,1.64742,1.46433,1.54236,1.60001,2.05783,2.00331,2.04159,2.10067,-9999,-9999
201304,11.449,1.0,392.115,179.643,1.0,312.081,1.0,4.553,1.0,98.399,1.0,2.433,1.0,2.84,0.998611,0.439198278717,0.888194444444,102.570925694,1.0,373.973300903,0.909027777778,156.094929023,0.992361111111,20.8580284722,1.0,368.43412962,0.998611111111,401.925,1.0,9.874,1.0,-9999,1.0,25.3108,1.0,37.5796,0.366454,22.7623,1.0,33.7957,0.916275,-0.652201,0.991667,0.0352704,-0.693969,-0.651418,-0.637275,0.999306,0.993056,0.991667,2.34036,2.33121,2.35961,2.3779,2.99178,2.9861,3.01294,3.03239,1.6663,1.64089,1.68589,1.77178,2.70145,2.68117,2.70145,2.74649,-9999,-9999
201305,13.842,1.0,457.58,247.41,1.0,311.752,0.994624,6.173,1.0,98.155,0.893817,2.29,1.0,3.254,0.997312,0.511431643927,0.784274193548,147.528134489,0.869623655914,557.362156624,0.85752688172,208.581844741,0.844758064516,28.2875169753,0.870967741935,382.131233008,0.869623655914,375.376,0.994624,12.147,0.994624,-9999,1.0,41.7134,0.993952,61.3618,0.492385,50.2046,0.990591,73.8526,1.00816,-0.76191,0.982527,0.0348605,-0.791151,-0.772866,-0.766127,0.914651,0.981855,0.984543,2.86168,2.86168,2.89137,2.93774,3.63751,3.64325,3.66247,3.71025,2.10234,2.10773,2.29671,2.31709,3.2925,3.21928,3.2897,3.31275,-9999,-9999
201306,18.846,1.0,486.172,292.979,1.0,332.121,1.0,9.319,1.0,98.292,0.999306,0.86,1.0,3.154,1.0,0.521727596432,0.826388888889,176.977201729,0.998611111111,659.879347597,0.736805555556,214.066239942,0.866666666667,35.0364371011,0.999305555556,409.221290189,0.998611111111,395.302,0.999306,15.569,1.0,-4.52029,0.654861,61.6214,0.999306,88.0212,0.578103,60.6503,0.997917,86.6341,0.898037,-1.07971,0.977083,0.0382887,-1.1379,-1.12349,-1.08877,0.995833,0.994444,0.973611,3.87332,3.87576,3.97263,4.13873,5.00671,5.01109,5.10132,5.21227,2.85129,2.76632,2.82885,3.05957,4.31446,4.3064,4.32296,4.4545,-9999,-9999
201307,23.825,1.0,472.228,289.706,1.0,364.047,1.0,12.676,1.0,98.073,0.998656,0.613,1.0,2.425,1.0,0.331472028502,0.861559139785,179.564227823,1.0,602.743392141,0.999327956989,216.60360132,0.999327956989,33.9440577957,1.0,438.529270376,0.999327956989,387.537,1.0,19.548,1.0,3.34392,0.0,35.1962,0.999328,50.5214,0.487158,77.5474,0.997312,111.313,0.829776,-0.623044,0.893817,0.031578,-0.632609,-0.623164,-0.589177,0.919355,0.920027,0.968414,2.57145,2.6174,2.68552,2.7557,3.2076,3.22014,3.29129,3.34214,2.14927,2.04822,2.14927,2.23413,2.99553,2.96098,3.0113,3.13086,-9999,-9999
201308,22.506,1.0,418.692,254.33,1.0,349.578,1.0,12.483,1.0,98.088,1.0,1.084,1.0,2.627,0.999328,0.386942884798,0.838037634409,141.086489004,0.998655913978,523.715874042,0.998655913978,172.577108199,1.0,30.8941471774,1.0,430.491153226,1.0,369.743,1.0,19.644,1.0,3.06749,0.0,12.5237,0.997312,16.6435,0.315972,69.4101,0.99664,92.2432,0.91748,-0.382524,0.934812,0.0245952,-0.396696,-0.382524,-0.369384,0.952285,0.934812,0.967742,1.08462,1.09058,1.13794,1.171,1.49116,1.47971,1.51141,1.55317,0.675507,0.650648,0.6745,0.71899,1.25913,1.21905,1.25065,1.28724,-9999,-9999
201309,18.814,1.0,338.266,190.472,0.994444,339.116,0.994444,8.279,1.0,98.284,0.993056,2.407,1.0,2.727,0.998611,0.41825592258,0.8375,89.5160308942,0.985416666667,378.145190691,0.9875,127.520056156,0.992361111111,23.6112979447,0.992361111111,408.139729898,0.993055555556,380.645,0.994444,17.586,1.0,-2.39104,0.604167,15.8888,0.993056,19.5336,0.33733,37.4015,0.992361,45.9812,0.793256,-0.363305,0.970139,0.0299405,-0.369496,-0.363305,-0.344986,0.972917,0.970139,0.964583,1.36722,1.34192,1.35863,1.36836,1.73825,1.68408,1.71184,1.73729,1.26648,1.10688,1.24956,1.29345,1.8071,1.63537,1.73962,1.78326,-9999,-9999
201310,15.801,1.0,247.317,104.362,0.914651,332.715,0.90793,4.127,1.0,98.709,0.873656,2.365,1.0,2.521,1.0,0.406082730082,0.690860215054,32.4415062142,0.850806451613,203.972772558,0.879032258065,89.0137104788,0.879704301075,11.8871778612,0.854838709677,388.991905754,0.760752688172,398.462,0.907258,16.104,0.836022,-5.3656,0.911962,11.7931,0.90457,14.4984,0.268721,-0.589921,0.90121,-0.725245,0.584681,0.0414409,0.886425,0.030803,0.00779586,0.0159126,0.0452131,0.888441,0.886425,0.862903,1.41523,1.369,1.41964,1.44385,1.41226,1.34711,1.40599,1.4222,1.30036,1.19804,1.24986,1.30036,1.40695,1.39585,1.40777,1.4257,-9999,-9999
201311,8.94,1.0,170.678,71.181,1.0,292.261,1.0,3.488,1.0,98.426,1.0,1.513,1.0,3.289,1.0,0.568412944101,0.739583333333,-4.49293936556,0.996527777778,138.177416221,0.997222222222,72.97913125,1.0,11.4850868056,1.0,354.349797917,1.0,393.706,0.994444,10.72,1.0,-13.9318,1.0,10.6118,0.994444,11.5242,0.255696,-19.4157,0.99375,-21.085,0.76646,-0.382566,0.990278,0.0269318,-0.412447,-0.382566,-0.372142,0.990278,0.990278,0.988889,0.575257,0.53532,0.565873,0.590585,0.946525,0.940721,0.948843,0.972843,0.592528,0.585761,0.626442,0.684692,0.986993,0.985419,1.00405,1.0439,-9999,-9999
201312,7.478,1.0,134.342,62.381,1.0,291.868,1.0,2.236,1.0,99.268,1.0,1.374,1.0,2.295,1.0,0.28941919595,0.735215053763,-4.51679704301,0.998655913978,122.9942026,0.999327956989,55.9238794183,0.999327956989,11.1766135753,1.0,346.243173387,1.0,408.49,1.0,7.957,1.0,-6.46103,1.0,6.54363,0.998656,6.17651,0.195036,-5.79545,0.999328,-5.47031,0.59801,-0.096779,0.942204,0.0253258,-0.183313,-0.128955,-0.0989049,0.959677,0.944892,0.942204,0.828493,0.791456,0.806197,0.819764,0.946623,0.862136,0.935584,0.960684,0.576591,0.469692,0.55915,0.59131,1.06324,0.940829,1.0335,1.07044,-9999,-9999
201401,7.63,1.0,151.521,47.898,1.0,310.813,1.0,1.26,1.0,97.722,1.0,3.084,1.0,2.23,1.0,0.357090738737,0.881720430108,2.28990657172,0.998655913978,93.7111034946,1.0,60.9757379032,1.0,7.03139112903,1.0,348.274033602,1.0,392.094,1.0,8.231,1.0,-8.60183,0.165995,4.951,1.0,4.67324,0.210979,-14.7645,1.0,-13.9362,0.735401,0.00959057,0.99664,0.0292229,0.00740733,0.0160005,0.033184,0.994624,0.99664,0.99664,0.845153,0.801518,0.835838,0.894733,0.829527,0.79402,0.823798,0.871056,1.21817,0.862468,1.06976,1.12422,1.00282,0.955661,0.990702,1.01249,-9999,-9999
201402,8.034,1.0,214.212,96.183,1.0,295.895,1.0,2.569,1.0,97.748,1.0,2.493,1.0,2.638,1.0,0.450210938273,0.896577380952,27.7129844542,0.997767857143,186.176326637,1.0,95.3080074405,1.0,12.8800215774,1.0,349.718335565,1.0,391.195,1.0,7.743,1.0,-6.9221,0.0,11.2999,0.998512,12.2715,0.39327,-6.0504,0.99628,-6.57062,0.851572,-0.695293,0.994048,0.0381737,-0.690346,-0.679519,-0.663813,0.993304,0.993304,0.997768,0.678888,0.64797,0.67697,0.742548,1.36873,1.34604,1.36873,1.40997,0.897088,0.697571,0.778904,0.811332,1.41552,1.3865,1.42464,1.50214,-9999,-9999
201403,10.371,1.0,302.595,175.898,1.0,282.751,1.0,5.205,1.0,98.161,1.0,0.4,1.0,2.507,0.971102,0.40554216196,0.844086021505,73.4942833333,0.997983870968,338.097422715,1.0,133.293108199,1.0,21.9156774194,1.0,361.063288306,1.0,390.702,1.0,8.901,1.0,-10.4557,0.0,19.7856,1.0,18.6756,0.394418,19.1934,1.0,18.1166,0.803096,-1.42103,0.971102,0.0323582,-1.43696,-1.42767,-1.42038,0.978495,0.973118,0.971102,0.78094,0.730926,0.786697,0.803027,2.2086,2.14699,2.2086,2.2455,0.505801,0.505801,0.549144,0.593057,2.03337,1.9947,2.02724,2.05705,-9999,-9999
201404,14.147,1.0,392.115,211.621,1.0,314.218,1.0,6.585,1.0,97.909,1.0,0.967,1.0,2.583,1.0,0.450561184633,0.892361111111,115.82964737,0.997916666667,416.028045922,0.997916666667,157.282933333,1.0,24.9022798611,1.0,382.907984028,1.0,378.78,1.0,11.988,1.0,-6.53693,0.999306,21.0152,0.999306,19.8362,0.341933,36.3003,0.997222,34.2637,0.938987,-1.17107,0.963194,0.0293105,-1.19602,-1.16521,-1.14856,0.963889,0.961806,0.981944,1.12878,1.11104,1.12878,1.17819,2.33065,2.27936,2.32524,2.35558,0.673202,0.673202,0.706694,0.773121,2.13974,2.07704,2.10853,2.15162,-9999,-9999
201405,15.555,1.0,457.58,252.394,1.0,332.439,1.0,8.135,1.0,98.146,1.0,1.697,1.0,3.042,1.0,0.555359964475,0.917338709677,159.467089382,0.999327956989,496.695140457,1.0,183.253567576,0.999327956989,26.9417325269,1.0,396.264650538,1.0,378.865,1.0,13.795,1.0,-9999,1.0,17.9633,1.0,-9999,0.312869,66.0768,0.998656,-9999,1.04791,-0.775427,0.988575,0.0270395,-0.766674,-0.764673,-0.754073,0.987231,0.987903,0.992608,1.45251,1.41086,1.45576,1.47209,2.21858,2.16582,2.22088,2.23093,1.26573,1.23675,1.24815,1.26573,2.08009,2.05561,2.06371,2.07888,-9999,-9999
201406,21.248,1.0,486.172,283.22,0.998611,364.092,1.0,12.85,1.0,98.107,1.0,1.6,1.0,2.238,1.0,0.378279080866,0.866666666667,184.14257104,0.995833333333,569.05505,1.0,207.666090278,1.0,30.3498055556,1.0,428.740694444,1.0,371.776,1.0,17.58,1.0,-9999,1.0,21.8856,0.999306,-9999,0.371101,81.166,0.998611,-9999,1.02038,-0.467808,0.980556,0.0270826,-0.464172,-0.450242,-0.419088,0.980556,0.986111,0.915972,1.51828,1.43628,1.51828,1.61904,1.98176,1.88209,1.98325,2.04498,1.70998,1.61996,1.65297,1.68822,2.07972,2.09437,2.11985,2.14415,-9999,-9999
201407,21.405,1.0,472.228,257.323,1.0,372.395,1.0,10.465,1.0,98.034,1.0,3.608,1.0,2.775,0.784274,0.583447422301,0.688844086022,170.046786769,0.996639784946,521.712918683,1.0,193.993123656,1.0,27.1022520161,1.0,429.031317204,1.0,377.213,0.969758,18.691,1.0,-9999,1.0,28.6223,0.968414,-9999,0.492994,57.5517,0.967742,-9999,0.899136,-0.386631,0.954301,0.0299989,-0.402431,-0.389525,-0.384209,0.954301,0.953629,0.954301,1.91424,1.82203,1.92054,2.00243,2.28618,2.25175,2.30458,2.39519,1.24911,1.1979,1.23507,1.25936,1.87668,1.88175,1.89682,1.91216,-9999,-9999
201408,21.124,1.0,418.692,256.896,1.0,366.186,1.0,10.77,1.0,98.085,1.0,1.4,1.0,2.291,1.0,0.426736566403,0.844758064516,162.967525936,0.995295698925,509.087432796,0.998655913978,179.324182024,0.999327956989,28.2992251344,1.0,427.091397849,1.0,377.879,1.0,19.019,1.0,-9999,1.0,48.3565,0.997312,-9999,0.781157,50.0826,0.99664,-9999,0.853117,-0.677957,0.967742,0.0275475,-0.670884,-0.651862,-0.642548,0.990591,0.972446,0.969086,1.94196,1.82238,1.92897,1.98552,2.57968,2.47443,2.57152,2.64065,1.69666,1.53996,1.69763,1.91647,2.76471,2.49799,2.54345,2.58453,-9999,-9999
201409,19.475,0.965278,338.266,185.878,0.967361,361.607,0.965278,8.123,0.965278,98.156,0.942361,14.387,1.0,2.018,0.941667,0.310199462819,0.720138888889,111.244062848,0.925,373.590421178,0.926388888889,132.576150098,0.927083333333,21.3592495694,0.927083333333,416.068946302,0.927083333333,382.472,0.964583,17.972,0.944444,-9999,1.0,34.7932,0.957639,-9999,0.690127,32.3999,0.953472,-9999,0.724907,0.131196,0.852083,0.0302218,0.132316,0.153142,0.167525,0.921528,0.918056,0.9,2.03909,2.02226,2.04406,2.0673,1.86357,1.86357,1.89685,1.91175,2.02141,1.53752,1.87494,1.99711,2.31383,1.78254,2.21815,2.24771,-9999,-9999
201410,16.799,1.0,247.317,131.038,0.997984,349.693,1.0,4.345,1.0,98.28,1.0,2.219,1.0,2.099,1.0,0.315469780222,0.809139784946,63.7555297191,0.996639784946,245.423362932,0.997983870968,104.983699525,0.999327956989,13.9874272621,0.999327956989,400.200394647,0.999327956989,398.95,1.0,16.453,1.0,-9999,1.0,26.9587,0.986559,-9999,0.498023,7.97668,0.985887,-9999,0.592333,-0.0252298,0.928091,0.0308122,-0.0341201,-0.0197337,0.00178435,0.972446,0.957661,0.929435,1.90387,1.78997,1.90826,1.96734,1.90108,1.81941,1.90855,1.98939,1.81024,1.79941,2.02452,2.1516,2.05106,2.02917,2.07045,2.15898,-9999,-9999
201411,12.062,1.0,170.678,63.817,1.0,340.877,1.0,2.455,1.0,97.653,1.0,8.241,1.0,2.352,0.852778,0.358941105005,0.755555555556,21.9098237589,0.999305555556,120.008803398,0.999305555556,62.6728430556,1.0,6.58133125,1.0,374.198402778,1.0,397.018,1.0,12.734,1.0,-9999,1.0,7.15213,0.999306,-9999,0.219324,-8.68234,0.997917,-9999,0.710815,0.152129,0.948611,0.0265948,0.126834,0.167522,0.199937,0.925694,0.949306,0.970139,1.16777,1.15719,1.16637,1.21895,0.993633,0.993633,1.0135,1.03701,0.909936,0.807247,0.873734,0.945746,0.977945,0.977945,0.9864,1.00661,-9999,-9999
201412,7.725,1.0,134.341,60.628,0.997984,296.562,1.0,3.266,1.0,98.555,1.0,1.738,0.999328,2.911,1.0,0.565153571473,0.918682795699,-3.26716500801,0.997311827957,110.589598962,0.998655913978,57.3471717999,0.999327956989,7.0426226693,0.999327956989,351.014916495,0.999327956989,408.37,1.0,8.991,1.0,-9999,1.0,6.97196,1.0,-9999,0.196746,-21.1944,0.998656,-9999,0.753326,-0.523612,0.995968,0.0234706,-0.527088,-0.510802,-0.48704,0.995968,0.99664,0.99664,0.376269,0.362258,0.37426,0.408958,0.883383,0.885483,0.893988,0.900488,1.03829,0.960955,1.00491,1.05719,1.02953,1.02744,1.03787,1.04732,-9999,-9999
